																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
435.4818195	487.0046133	606.23788	737.6699767	803.2718409																																																		
428.8715883	479.2505399	595.8367447	724.3509569	788.4964137																																																		
399.7926476	448.269491	560.4538659	684.1158942	745.8394746																																																		
354.7427736	401.7173618	510.4252404	630.2550899	690.0659102																																																		
340.5247551	386.1452934	491.7196502	608.0953854	666.1821492																																																		
340.5830763	385.3270985	488.8730351	603.0128212	659.983553																																																		
352.0553932	396.3124219	498.7313657	611.6288556	667.9795186																																																		
362.9798116	407.1030047	509.2122282	621.76831	677.9485657	465.8534777	536.8616565	694.1299374	857.8402409	936.3534213																																													
374.843004	418.6508416	520.030274	631.7818994	687.5606257	458.9677974	528.3995449	682.1763599	842.2521801	919.0223129																																													
385.980189	429.8629356	531.4157213	643.3584358	699.2325406	433.1979629	500.0082446	647.9790607	802.0110567	875.8826555																																													
395.8415132	439.8827542	541.8023252	654.1493512	710.2252605	393.7882525	458.5281416	601.9134707	751.172149	822.7545312																																													
406.2417129	450.3748345	552.5070342	665.088443	721.2813401	384.1717196	447.0454712	586.2976954	731.2539687	800.7729775																																													
412.1973006	456.6657892	559.5740902	673.0110037	729.6309099	387.382681	449.0484273	585.6251721	727.796373	795.9796998																																													
419.8280501	464.5233368	567.9564907	681.9719551	738.8806342	400.843882	461.8384589	596.928704	737.552515	804.9937353																																													
430.3905766	475.1367164	578.6875535	692.8327414	749.8061695	413.565829	474.3759551	609.05768	749.2562372	816.4935116	492.6528759	588.7830856	791.8479483	992.2614538	1085.240542																																								
437.2122434	482.0528862	585.822421	700.2086817	757.3024367	427.5407246	487.916231	621.6353639	760.8318994	827.5886182	485.5710532	579.567105	778.1237856	974.0879709	1065.002858																																								
448.458624	493.278699	597.0006359	711.3344288	768.4019956	440.069098	500.5478431	634.4956284	773.9301824	840.8010515	463.2422049	553.6893408	744.7493134	933.314673	1020.796977																																								
457.3586953	502.4104167	606.6684264	721.593138	778.9556508	451.1676574	511.8648379	646.296412	786.2345715	853.3469629	429.5768147	517.2210725	702.3602626	885.0821456	969.8534488																																								
475.751395	521.0998826	626.044664	741.7264113	799.4667843	463.2669119	524.0907213	658.8027519	799.032856	866.2852599	424.6556485	509.7735467	689.5760704	867.0309662	949.3587233																																								
489.0398862	534.5462757	639.8564712	755.9410185	813.8824415	470.9599088	532.2459175	667.981623	809.2773339	877.040788	431.0800223	514.5625341	690.9104777	864.9558989	945.7018771																																								
504.3142478	550.2187127	656.4501283	773.5501463	831.9984224	480.6218382	542.2204179	678.6484026	820.6647499	888.7738111	446.5638723	529.1377614	703.5663359	875.7174487	955.5845885																																								
514.4719308	561.3197731	669.7654652	789.3586277	849.072031	493.3587836	555.0274483	691.6106569	833.7885862	901.9751399	461.0926272	543.4168084	717.3179017	888.9484203	968.5740377	520.6472303	645.4573387	898.5086868	1138.398677	1247.191661																																			
524.8118462	572.6204093	683.321776	805.4558597	866.4590957	502.9496511	564.748559	701.620229	844.0984358	912.4289984	477.2010907	558.9368878	731.595082	901.9989296	981.0554499	513.3427363	635.381973	882.815404	1117.379668	1223.757372																																			
535.3413043	584.1286177	697.12868	821.853311	884.1720328	516.6164704	578.3870318	715.1959203	857.608774	925.9079941	491.1154587	572.9910195	745.9444497	916.6396786	995.8313811	494.410759	611.842281	849.933613	1075.641667	1178.002973																																			
546.0676719	595.8524577	711.1958761	838.5625507	902.2233708	527.8990246	589.9888388	727.5048055	870.6537007	939.3059161	503.4402645	585.6115411	759.1896393	930.5013803	1009.979105	466.4548477	580.2472689	810.9603573	1029.673914	1128.863133																																			
556.9983654	607.8000435	725.5331326	855.5952372	920.6257382	547.177412	609.6762263	748.0980426	892.1898927	961.2943361	517.2322034	599.5749089	773.5151328	945.1842711	1024.827806	466.1976441	576.7099807	800.7727279	1013.181832	1109.511906																																			
568.1406786	619.979357	740.1500637	872.9628535	939.3915791	562.2667542	624.9831872	763.8869836	908.4805567	977.8256195	526.6393572	609.6077839	784.8697773	957.8434271	1038.092172	475.8151012	584.2041434	803.9619305	1012.289978	1106.769244																																			
579.5017811	632.3982454	755.0561272	890.6767052	958.5331508	579.0031063	642.2681627	782.3870453	928.2454769	998.1971483	538.3167419	621.7083242	797.8641888	971.7200388	1052.378068	493.3103056	600.5196426	817.8855883	1023.946196	1117.39715																																			
591.0888895	645.0646084	770.2608475	908.7481831	978.0628064	590.5853794	655.0297368	797.8555195	946.6840575	1018.117871	553.2245803	636.7110431	813.0673327	987.1209909	1067.870791	509.6427644	616.5278946	833.2365142	1038.673984	1131.842337	558.2307058	712.5194476	1017.2971	1299.693783	1426.241086																														
602.9092758	657.9864069	785.7738261	927.1887757	997.9930083	602.4009351	668.0466439	813.6319704	965.4914531	1038.438891	565.5780962	649.240881	825.9696322	1000.390889	1081.311231	527.8774819	633.9986869	849.1584551	1053.12763	1145.630094	550.4906554	701.3540791	999.3654544	1275.492733	1399.230598																														
614.9702671	671.1716635	801.604742	946.01007	1018.336329	614.4571005	681.3269071	829.7260786	984.6792531	1059.172784	581.6667802	665.2911898	841.9388775	1016.280129	1097.163354	543.1795819	649.4822483	865.0099278	1069.327879	1161.988517	534.6015398	679.7689626	966.5286175	1232.230432	1351.296449																														
