																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
455.1972548	516.9282181	651.0479355	787.6253101	852.2248885																																																		
448.1493271	508.5098198	639.6519856	773.1972469	836.3626694																																																		
418.3425359	476.4240572	602.6148181	731.1179432	791.8984914																																																		
372.717817	428.9994425	551.2796614	675.8005863	734.6975981																																																		
357.9816651	412.6409638	531.396436	652.3280255	709.5273217																																																		
357.7045833	411.3137025	527.7875033	646.3956112	702.4959265																																																		
368.9905499	422.016188	537.2222892	654.5394678	710.0291878																																																		
379.8637555	432.7290413	547.5867531	664.5491583	719.8710744	491.2537664	571.6405086	741.355579	908.6920329	986.2674853																																													
391.6062757	444.0937247	558.13053	674.2569861	729.1835076	483.8041819	562.4062822	728.3535592	891.9750267	967.8282497																																													
402.7721249	455.3493247	569.5811266	685.9061525	740.9265953	457.0966246	532.7310232	692.4127932	849.856567	922.845875																																													
412.6940977	465.4611943	580.1055752	696.8507405	752.0699045	416.9463154	490.2368697	644.9702405	797.5349685	868.2624013																																													
423.129456	476.0066373	590.890194	707.8789177	763.2132822	406.6622477	477.8401902	628.113347	776.2803727	844.969076																																													
429.2133735	482.4923678	598.2489231	716.1266426	771.8814922	409.4410943	479.2514815	626.6374117	771.9576761	839.3266503																																													
436.9309082	490.4816361	606.828573	725.3074925	781.3467029	422.6622117	491.7127834	637.4945667	781.233167	847.868898																																													
447.5128939	501.1245503	617.6038634	736.2175846	792.3205549	435.318179	504.159938	649.5008695	792.8047965	859.2390176	527.9250204	630.827041	841.1864045	1041.886374	1133.174969																																								
454.3707227	508.095606	624.8209215	743.685153	799.9066118	449.137607	517.487343	661.7894994	804.0692102	870.0286152	520.0601314	620.6776551	826.3668935	1022.611183	1111.873108																																								
465.609233	519.3094733	635.9812481	754.790958	810.9866286	461.7029099	530.1695201	674.7184253	817.2414266	883.3136185	496.4291131	593.2477206	791.170954	980.0058422	1065.897593																																								
474.5979449	528.5757275	645.8505047	765.2742663	821.7603767	472.8796057	541.5935016	686.6644843	829.702246	896.0130755	461.7352895	555.5535724	747.3433369	930.326396	1013.556436																																								
493.1042035	547.4375504	665.4848437	785.6952774	842.5534749	485.0241566	553.8814062	699.2550417	842.5912145	909.0403843	455.8871502	547.0011063	733.2625005	910.971044	991.8019649																																								
506.4531166	560.9756503	679.4339803	800.0629827	857.1191585	492.8824865	562.2629814	708.7413093	853.1666918	920.120808	461.7114672	551.0748335	733.7575522	908.0517476	987.3296487																																								
521.8798036	576.8792831	696.3738488	818.0580753	875.6133604	502.6562254	572.3905747	719.6159714	864.7779523	932.0735479	476.8619249	565.2526613	745.9470633	918.3442426	996.7592839																																								
532.4252753	588.4791701	710.3588353	834.6133887	893.4356923	515.4182409	585.2319319	732.6248374	877.9519793	945.3241419	491.2990568	579.422495	759.5704675	931.4463086	1009.624219	568.0411826	697.1255158	952.6016988	1189.123546	1294.966142																																			
543.1844079	600.3129392	724.6254389	851.5046334	911.6217411	525.0556975	595.0168339	742.7210308	888.3551012	955.8695527	507.1916302	594.6852359	773.5456618	944.1930786	1021.812239	559.6845097	685.9030804	935.7075133	1166.97841	1270.471226																																			
554.1639313	612.3879595	739.1825332	868.7423903	930.1829601	538.712377	608.6414231	756.2778696	901.8451394	969.3286227	521.1572803	608.8004954	787.9667627	958.9059772	1036.657862	539.0028519	660.455913	900.8287273	1123.367757	1222.953098																																			
565.3706309	624.711658	754.0390613	886.3373276	949.1309018	550.109131	620.3995958	768.7990813	915.1186957	982.9509583	533.5905903	621.5503525	801.3637274	972.9203351	1050.953041	509.6650703	627.3544066	860.2782763	1075.921015	1172.420293																																			
576.8113449	637.2915175	769.2040322	904.3001984	968.477214	569.5338215	640.2873059	789.6643333	936.947789	1005.226878	547.44543	635.5886974	815.7772061	987.6917221	1065.887223	508.1623252	622.4592478	848.6690501	1058.095853	1151.813524																																			
588.4929113	650.1350176	784.6864506	922.6417565	988.2335513	584.701008	655.7008536	805.5980068	953.3942985	1021.911133	557.0821737	645.8952407	827.4529995	1000.673892	1079.4636	516.973507	629.0744211	850.9380115	1056.341057	1148.258113																																			
600.4221678	663.2496344	800.4953157	941.3727561	1008.411574	601.6336078	673.2545375	824.4629432	973.5521098	1042.668308	568.9148229	658.1808542	840.6645939	1014.768947	1093.960498	534.0207438	644.9015527	864.3503822	1067.517824	1158.434455																																			
612.6060047	676.6428995	816.6396931	960.5040357	1029.023037	613.8295298	686.7459694	840.8400958	993.0001648	1063.620993	583.8574749	673.2250705	855.9164349	1030.218879	1109.500532	550.230092	660.7755915	879.560796	1082.113848	1172.755543	616.9196902	774.7952756	1078.745738	1353.567158	1475.06313																														
625.051368	690.322403	833.1287178	980.0465223	1050.079797	626.2869984	700.5237739	857.562171	1012.859879	1085.019534	596.2756869	685.8320255	868.909231	1043.579799	1123.028894	568.1747253	677.9301383	895.1516498	1096.257023	1186.250886	607.8767032	762.2473401	1059.44989	1328.170081	1446.968758																														
637.7652596	704.2957938	849.9715952	1000.011232	1071.593811	639.0130131	714.5955808	874.6383284	1033.142206	1106.875823	612.3502903	701.8655503	884.8587804	1059.449229	1138.861881	583.5457314	693.4888201	911.0817684	1112.531021	1202.678769	589.8209195	738.3631371	1024.344504	1282.918894	1397.232206																														
